UID,NAME,MODEL,DESCRIPTION,PRICE,BRAND,SIZE,Age Group
F1885D9A,SB ZOOM BLAZER MID PREMIUM PLUS SKATE SHOES,XPRhK7 ,"The SB Zoom Blazer Mid Premium Plus elevates skateboarding style. Its premium suede and leather construction offers durability, while the Zoom Air unit ensures responsive cushioning. The vintage-inspired design, complete with subtle branding, appeals to skaters and sneakerheads seeking both performance and aesthetic excellence.",105800,Nike,"5, 8, 9, 10",Adult
1F56B633,SB ZOOM BLAZER MID PREMIUM SKATE SHOES,qr7mWL ,"The SB Zoom Blazer Mid Premium boasts a refined skate shoe design, merging vintage aesthetics with modern performance. Premium suede and leather uppers, coupled with Zoom Air cushioning, deliver superior comfort and board feel. Ideal for skaters seeking style and durability, its colorway offers a sophisticated edge.",352590,Nike,"5, 7, 10, 11",Adult
1A3FD7D2,SB ZOOM BLAZER MID SKATE SHOES,T7fHWd ,"The SB Zoom Blazer Mid Skate shoe boasts a sleek, low-profile design with premium suede and leather overlays. Its vulcanized sole ensures superior board feel, while Zoom Air cushioning provides impact protection. Ideal for skaters seeking a stylish, durable, and responsive shoe that blends heritage aesthetics with modern performance.",425180,Nike,"8, 11",Adult
3827A0A0,SB ZOOM BLAZER MID SKATE SHOES,ZLRvRZ ,"The SB Zoom Blazer Mid Skate Shoe boasts a sleek, low-profile design with premium suede overlays and durable canvas. Its vulcanized rubber sole ensures superior board feel and grip, ideal for skaters. The Zoom Air unit provides responsive cushioning, making it comfortable for all-day wear. A stylish blend of performance and heritage.",424180,Nike,"4, 6, 7, 9",Adult
BC3C97E3,SB ZOOM BLAZER MID X MASON SILVA SKATE SHOES,1FNC6x ,"Mason Silva's SB Zoom Blazer Mid X collaboration boasts a striking, suede-and-canvas upper in a unique colorway. Durable construction meets skateboarding-specific Zoom Air cushioning for superior comfort and impact protection. A must-have for skaters and sneakerheads seeking both style and performance.",131890,Nike,"4, 5, 7, 9",Adult
8B90ED43,SB ZOOM NYJAH  SKATE SHOES,wk7V8x ,"The Nyjah Huston SB Zoom 3 skate shoe boasts a sleek, low-profile design with durable suede and canvas uppers. Its Zoom Air unit provides superior cushioning for impact absorption, while the vulcanized rubber sole offers exceptional board feel and grip. Ideal for street skating, its stylish aesthetic appeals to both seasoned skaters and sneaker enthusiasts.",421000,Nike,"4, 7, 9, 10",Adult
17366FF5,SB ZOOM POGO PLUS PREMIUM SKATE SHOES,GxMsNp ,"The SB Zoom Pogo Plus Premium skate shoes boast a vibrant, textured upper with reinforced stitching, offering superior durability. Their sleek, low-profile design, coupled with Zoom Air cushioning, ensures both style and responsive board feel, ideal for seasoned skaters seeking premium performance and comfort.",24960,Nike,"9, 12",Adult
D72911A0,SKY JORDAN  BABY TODDLER SHOES,3bHJTr ,"Miniature Air Jordans, a perfect fusion of iconic style and toddler comfort. Premium leather and soft textile uppers ensure durability and breathability, while the classic Air Jordan design makes a statement. Ideal for stylish little ones taking their first steps, these shoes blend heritage and practicality.",311650,Jordan,"7, 8, 10",Toddler
A3802DE6,SPEEDSWEEP  BIG KIDS WRESTLING SHOES,PGZlPw ,"Dominate the mat in the SpeedSweep 7 wrestling shoes. Their high-traction outsole and supportive, lightweight design ensure superior grip and agility for young wrestlers. Durable synthetic leather uppers offer comfort and lasting performance. Perfect for aspiring champions, ages 7 and up.",81260,Nike,"2, 3",Kid
F9AD2082,SPEEDSWEEP  MENS WRESTLING SHOES,EZd4VG ,"Dominate the mat in the SpeedSweep 7 wrestling shoes. Their lightweight, breathable design boasts superior grip and ankle support. Engineered for explosive movements, these shoes are ideal for serious wrestlers seeking a competitive edge through enhanced performance and durability.",309220,Nike,11,Adult
282F5752,STAR RUNNER  BABY TODDLER SHOES,7XNnfN ,"These Star Runner 4 toddler shoes boast a vibrant, playful design with bold star accents, crafted from lightweight, breathable materials for all-day comfort. Their durable construction and secure closure ensure active little feet stay supported and safe, ideal for energetic toddlers exploring the world.",143630,Nike,"6, 7, 12",Toddler
AD399127,STAR RUNNER  BIG KIDS ROAD RUNNING SHOES,6TLZQr ,"Dominate the pavement with the Star Runner 4 Big Kids' road running shoes. Their vibrant design, breathable mesh upper, and durable rubber outsole ensure comfort and performance. Ideal for young athletes, these shoes offer superior cushioning and support for active kids on the go.",108020,Nike,3,Kid
5C1FAB01,STAR RUNNER  LITTLE KIDS SHOES,D8kzVQ ,"These Star Runner 4 sneakers for little kids boast a vibrant, playful design with bold star accents and a secure, comfortable fit. Durable, lightweight materials ensure all-day wear, while the grippy sole promotes confident strides. Perfect for active toddlers and preschoolers, these shoes combine style and practicality.",89070,Nike,1,Kid
6E755E30,STRUCTURE  WOMENS ROAD RUNNING SHOES,2hXmxT ,"The Structure 24 women's road running shoes offer responsive cushioning and a breathable engineered mesh upper for optimal comfort. Their sleek, streamlined design and supportive structure ensure a dynamic, yet stable run, perfect for everyday training and races. Targeted to female runners seeking performance and comfort.",198360,Nike,"5, 9",Adult
EEE735F7,SUPERREP CYCLE  NEXT NATURE WOMENS CYCLING SHOES,cqGbFr ,"SuperRep Cycle 2 Next Nature women's cycling shoes seamlessly blend performance and sustainability. Their breathable, recycled mesh upper and durable, recycled TPU outsole offer superior comfort and grip. Designed for indoor cycling enthusiasts, they provide optimal power transfer and a secure fit, promoting a stylish and eco-conscious workout.",50340,Nike,"4, 5, 11",Adult
B7C28784,TANJUN EASYON MENS SHOES,xPNgsR ,"The Nike Tanjun slip-on boasts a minimalist, breathable design in a versatile tan hue. Its flexible, lightweight construction ensures all-day comfort, ideal for casual wear and effortless everyday style. The slip-on feature offers quick and easy on/off access, perfect for busy individuals.",418530,Nike,"5, 6, 10",Adult
0CF56D8D,TATUM  PINK LEMONADE BABY TODDLER SHOES,3VRcbk ,"Adorable Tatum pink lemonade baby shoes! Soft, breathable fabric crafted for tiny feet, featuring a playful lemon print and secure closure. Perfect for first steps, these stylish and comfortable shoes offer superior toddler protection and all-day wear. Ideal for summer outings and playtime fun.",46160,Jordan,"6, 11, 12",Toddler
487CDBE9,TATUM  PINK LEMONADE BIG KIDS SHOES,TjmSDX ,"The Tatum-1 Big Kid's shoe boasts a vibrant pink lemonade hue, showcasing a playful yet stylish design. Its lightweight construction and flexible sole suggest comfort and ease of movement, perfect for active kids. Durable materials ensure lasting wear, making it ideal for everyday adventures.",465070,Jordan,3,Kid
E3B8DAB6,TATUM  ST LOUIS BASKETBALL SHOES,98vPwk ,"The Tatum 1 St. Louis basketball shoe boasts a vibrant, city-inspired design with premium leather and breathable mesh. Its supportive midsole and responsive cushioning ensure optimal court performance. Ideal for players seeking style and high-impact comfort, these shoes perfectly blend performance and aesthetic appeal.",102160,Jordan,"4, 6, 7, 11",Adult
3492CF15,TAWA MENS WRESTLING SHOES,4sfLnK ,"Dominate the mat in these Tawa wrestling shoes, engineered for superior grip and agility. Their sleek, low-profile design boasts breathable mesh and durable synthetic overlays for optimal performance and comfort. Ideal for serious wrestlers seeking a competitive edge, these shoes blend lightweight speed with unwavering support.",224770,Nike,"5, 10",Adult
CF38B1A0,TEAM HUSTLE D  BABY TODDLER SHOES,8hlTTJ ,"Team Hustle D-11 toddler shoes: Durable, lightweight design in vibrant colorways. Supportive, flexible sole ideal for active little ones. Breathable mesh and reinforced toe cap ensure comfort and protection. Perfect for playtime adventures!",258370,Nike,"4, 5",Toddler
B403F451,TEAM HUSTLE D  BIG KIDS BASKETBALL SHOES,hnMTl0 ,"Dominate the court in the Team Hustle D 11 Big Kids' basketball shoes. Their dynamic design, featuring bold color blocking and durable synthetic leather, ensures superior comfort and performance. Built for young athletes, these shoes provide excellent support and traction for aggressive play.",24610,Nike,3,Kid
AD2A1092,TEAM HUSTLE D  BIG KIDS BASKETBALL SHOES,PSKkGw ,"Dominate the court in the Team Hustle D 11 Big Kids' basketball shoes. Their bold design, durable construction, and responsive cushioning ensure superior performance and comfort for young athletes. Engineered for agility and support, these shoes are perfect for the next generation of basketball stars.",231210,Nike,"1, 3",Kid
5E75E9C6,TEAM HUSTLE D  LIL BABY TODDLER SHOES,qg7lcg ,"Team Hustle D-11 Lil Baby Toddler Shoes offer vibrant, sporty style for active little ones. Durable construction with breathable materials ensures all-day comfort. The playful design, featuring bold color-blocking, makes them perfect for energetic toddlers and their fashion-forward parents.",376300,Nike,"7, 10, 12",Toddler
5DCFD1EA,TEAM HUSTLE D  LIL LITTLE KIDS SHOES,BNhxNP ,"Team Hustle D11 Lil' kids' shoes boast vibrant, sporty designs with durable, lightweight construction. Perfect for active little ones, these sneakers offer superior comfort and flexibility thanks to their breathable materials and supportive soles. Ideal for playtime or everyday wear, they're a stylish and practical choice for young athletes.",219370,Nike,"2, 3",Kid
D0C9D27A,TEAM HUSTLE D  LITTLE KIDS SHOES,3XSq8b ,"Team Hustle D-11 kids' shoes offer durable, lightweight performance for young athletes. Their vibrant design, featuring bold color-blocking and supportive construction, ensures comfort and style on the playground or court. Designed for active kids prioritizing both comfort and cool looks.",382960,Nike,"1, 2",Kid
3C6F2C59,TEAM HUSTLE D  LITTLE KIDS SHOES,KF50vX ,"Team Hustle D-11 kids' shoes boast a vibrant, sporty design with durable, breathable mesh uppers. Reinforced toes and flexible outsoles ensure all-day comfort and support for active young athletes. Perfect for playground fun or organized sports, these shoes combine style and performance for little feet on the go.",161590,Nike,"2, 3",Kid
E6A9A791,TECH HERA MENS SHOES,kd77nb ,"Tech-Hera men's KD77NB shoes: Sleek, futuristic design with breathable mesh and supportive synthetic overlays. Ideal for athletic performance or everyday wear, these stylish sneakers boast responsive cushioning and a durable outsole, offering comfort and style for the modern man.",101800,Nike,"7, 10",Adult
EF1290EF,TECH HERA WOMENS SHOES,NjvkxR ,"Tech-Hera women's shoes boast a sleek, futuristic design with breathable mesh and supportive TPU overlays. Their vibrant color-blocking and responsive sole are perfect for the active, style-conscious woman who demands both performance and fashion in her footwear. Ideal for workouts or everyday wear.",391540,Nike,"5, 6, 7, 9, 12",Adult
89A600EB,TIEMPO LEGEND  ACADEMY IC INDOOR COURT SOCCER SHOE,hc5v4g ,"Dominate the indoor court with the Nike Tiempo Legend 9 Academy IC. Its sleek, low-profile design boasts premium leather for superior touch and control. The durable rubber sole ensures exceptional grip on indoor surfaces, perfect for players prioritizing comfort and performance. Ideal for futsal and indoor soccer enthusiasts.",135060,Nike,"8, 11, 12",Adult
AAF77DA9,TIGER WOODS  MENS GOLF SHOES,HBZwkB ,"Dominate the course in these Tiger Woods golf shoes. Premium leather boasts a sleek, athletic design with superior stability and comfort. Spiked outsole ensures superior grip. A perfect blend of performance and style for the discerning golfer seeking championship-level footwear.",152300,Nike,"5, 7",Adult
3FF21D45,VAPORFLY  WOMENS ROAD RACING SHOES,KcmWJb ,"Experience unparalleled speed with the Nike Vaporfly 3 women's road racing shoes. Their sleek, lightweight design, featuring a ZoomX midsole and breathable upper, maximizes energy return and comfort. Ideal for elite runners aiming for personal bests, these shoes deliver exceptional performance and style.",452980,Nike,8,Adult
379B34E9,VICTORY PRO  MENS GOLF SHOES,SsxNJ0 ,"Dominate the course with the Victory Pro 3 golf shoes. Premium leather uppers meet advanced spikeless outsoles for superior grip and comfort. The sleek, modern design boasts breathable perforations and enhanced stability, ideal for the serious golfer seeking peak performance.",64410,Nike,"4, 5, 6, 9, 11",Adult
D7554889,WAFFLE DEBUT VINTAGE WOMENS SHOES,rfRkv2 ,"Step back in time with these vintage-inspired waffle sole women's shoes. The retro design, crafted from supple leather, offers both style and comfort. Perfect for adding a touch of old-school charm to any outfit, these shoes are ideal for casual everyday wear or a vintage-themed event.",247930,Nike,"4, 7, 10, 11",Adult
112592C5,WAFFLE ONE LEATHER MENS SHOES,MZnzMT ,"The Waffle-One Leather men's shoe boasts a sleek, minimalist design with premium leather uppers and a distinctive waffle outsole for superior grip. Its clean lines and comfortable fit appeal to the modern man seeking stylish, durable footwear for everyday wear or smart casual occasions.",331940,Nike,12,Adult
